"","tourney_id","tourney_name","surface","draw_size","tourney_level","tourney_date","match_num","id","seed","entry","name","hand","ht","ioc","age","rank","rank_points","Op_id","Op_seed","Op_entry","opponent","Op_hand","Op_ht","Op_ioc","Op_age","Op_rank","Op_rank_points","score","best_of","round","minutes","ace","df","svpt","S1stIn","S1stWon","S2ndWon","SvGms","bpSaved","bpFaced","Op_ace","Op_df","Op_svpt","Op_S1stIn","Op_S1stWon","Op_S2ndWon","Op_SvGms","Op_bpSaved","Op_bpFaced","Win"
"3246","2017-M009","Rome","Clay",64,"I",20170515,299,202428,15,"","Kiki Bertens","R",182,"NED",25.42915811,20,2064,201594,6,"","Simona Halep","R",168,"ROU",25.63175907,4,5205,"7-5 6-1",3,"SF",77,2,2,67,45,26,6,10,9,15,0,0,50,37,25,8,9,6,8,0
"3247","2017-M009","Rome","Clay",64,"I",20170515,298,202469,3,"","Garbine Muguruza","R",182,"ESP",23.60027379,7,4287,202494,8,"","Elina Svitolina","R",174,"UKR",22.67214237,11,3780,"4-1 RET",3,"SF",22,0,0,15,12,5,3,2,2,3,1,0,21,16,12,3,3,2,2,0
"3248","2017-M009","Rome","Clay",64,"I",20170515,297,204426,NA,"Q","Anett Kontaveit","R",NA,"EST",21.3908282,68,915,201594,6,"","Simona Halep","R",168,"ROU",25.63175907,4,5205,"6-2 6-4",3,"QF",80,0,1,68,47,26,7,9,7,12,1,1,54,38,23,11,9,3,5,0
"3249","2017-M009","Rome","Clay",64,"I",20170515,296,201611,NA,"Q","Daria Gavrilova","R",NA,"AUS",23.19507187,33,1465,202428,15,"","Kiki Bertens","R",182,"NED",25.42915811,20,2064,"6-3 6-3",3,"QF",87,0,4,66,40,22,10,9,4,9,2,2,50,24,17,14,9,0,2,0
"3250","2017-M009","Rome","Clay",64,"I",20170515,295,200748,9,"","Venus Williams","R",185,"USA",36.90896646,12,3752,202469,3,"","Garbine Muguruza","R",182,"ESP",23.60027379,7,4287,"6-2 3-6 6-2",3,"QF",103,2,3,80,51,31,14,13,7,12,2,1,70,52,32,13,12,2,4,0
"3251","2017-M009","Rome","Clay",64,"I",20170515,294,201662,2,"","Karolina Pliskova","R",184,"CZE",25.14989733,3,6010,202494,8,"","Elina Svitolina","R",174,"UKR",22.67214237,11,3780,"6-2 7-6(9)",3,"QF",92,4,2,63,29,17,15,10,2,7,4,1,71,45,32,12,10,6,9,0
"3252","2017-M009","Rome","Clay",64,"I",20170515,293,200002,16,"","Mirjana Lucic","R",NA,"CRO",35.18412047,22,1839,204426,NA,"Q","Anett Kontaveit","R",NA,"EST",21.3908282,68,915,"6-1 6-1",3,"R16",54,1,5,53,28,16,7,7,8,13,3,0,36,21,17,11,7,0,0,0
"3253","2017-M009","Rome","Clay",64,"I",20170515,292,201499,12,"","Anastasia Pavlyuchenkova","R",177,"RUS",25.86721424,17,2590,201594,6,"","Simona Halep","R",168,"ROU",25.63175907,4,5205,"6-1 4-6 6-0",3,"R16",97,1,6,69,37,16,14,12,2,10,1,4,71,48,33,11,11,1,4,0
"3254","2017-M009","Rome","Clay",64,"I",20170515,291,201505,NA,"","Ekaterina Makarova","L",178,"RUS",28.93634497,43,1190,202428,15,"","Kiki Bertens","R",182,"NED",25.42915811,20,2064,"7-6(3) 6-1",3,"R16",109,0,1,80,53,31,11,9,8,12,5,5,80,42,30,21,10,6,8,0
"3255","2017-M009","Rome","Clay",64,"I",20170515,290,201320,7,"","Svetlana Kuznetsova","R",174,"RUS",31.88227242,8,4260,201611,NA,"Q","Daria Gavrilova","R",NA,"AUS",23.19507187,33,1465,"2-6 7-5 6-4",3,"R16",143,4,4,89,60,34,13,15,4,10,0,6,89,68,43,7,15,4,10,0
"3256","2017-M009","Rome","Clay",64,"I",20170515,289,202427,5,"","Johanna Konta","R",NA,"GBR",25.99589322,6,4330,200748,9,"","Venus Williams","R",185,"USA",36.90896646,12,3752,"6-1 3-6 6-1",3,"R16",109,4,2,63,37,23,12,11,2,6,5,3,94,57,35,24,12,7,8,0
"3257","2017-M009","Rome","Clay",64,"I",20170515,288,201504,NA,"","Julia Goerges","R",180,"GER",28.53114305,45,1135,202469,3,"","Garbine Muguruza","R",182,"ESP",23.60027379,7,4287,"7-5 6-4",3,"R16",107,8,4,67,38,25,14,11,4,7,3,4,71,43,33,13,11,3,4,0
"3258","2017-M009","Rome","Clay",64,"I",20170515,287,201621,NA,"Q","Mona Barthel","R",185,"GER",26.84462697,60,1022,202494,8,"","Elina Svitolina","R",174,"UKR",22.67214237,11,3780,"3-6 6-0 6-0",3,"R16",101,4,10,76,38,25,6,11,4,12,0,5,77,45,31,13,10,9,12,0
"3259","2017-M009","Rome","Clay",64,"I",20170515,286,201490,NA,"","Timea Bacsinszky","R",NA,"SUI",27.93429158,34,1419,201662,2,"","Karolina Pliskova","R",184,"CZE",25.14989733,3,6010,"6-1 7-5",3,"R16",80,0,2,63,39,21,13,9,8,12,1,2,61,40,32,9,10,4,5,0
"3260","2017-M009","Rome","Clay",64,"I",20170515,285,201493,1,"","Angelique Kerber","L",173,"GER",29.32238193,1,7035,204426,NA,"Q","Anett Kontaveit","R",NA,"EST",21.3908282,68,915,"6-4 6-0",3,"R32",56,0,1,53,38,17,7,8,3,8,6,2,44,30,22,9,8,3,4,0
"3261","2017-M009","Rome","Clay",64,"I",20170515,284,201345,NA,"WC","Maria Sharapova","R",NA,"RUS",30.07255305,211,250,200002,16,"","Mirjana Lucic","R",NA,"CRO",35.18412047,22,1839,"6-4 3-6 1-2 RET",3,"R32",104,4,5,69,47,35,10,11,0,1,5,9,83,52,37,13,11,7,9,0
"3262","2017-M009","Rome","Clay",64,"I",20170515,283,201545,NA,"","Anastasija Sevastova","U",NA,"LAT",27.08829569,18,2135,201499,12,"","Anastasia Pavlyuchenkova","R",177,"RUS",25.86721424,17,2590,"7-6(4) 6-2",3,"R32",93,1,0,78,52,24,10,10,6,12,0,1,71,52,26,12,10,3,7,0
"3263","2017-M009","Rome","Clay",64,"I",20170515,282,201696,NA,"","Laura Siegemund","R",NA,"GER",29.19644079,32,1480,201594,6,"","Simona Halep","R",168,"ROU",25.63175907,4,5205,"6-4 6-4",3,"R32",100,1,4,71,52,25,5,10,7,14,0,0,66,49,26,7,10,2,7,0
"3264","2017-M009","Rome","Clay",64,"I",20170515,281,201495,4,"","Dominika Cibulkova","R",161,"SVK",28.02464066,5,4480,201505,NA,"","Ekaterina Makarova","L",178,"RUS",28.93634497,43,1190,"1-6 6-1 6-3",3,"R32",109,2,2,77,57,32,8,12,5,11,4,6,67,38,24,13,11,5,9,0
"3265","2017-M009","Rome","Clay",64,"I",20170515,280,214263,NA,"Q","Catherine Cartan Bellis","R",NA,"USA",18.1026694,53,1085,202428,15,"","Kiki Bertens","R",182,"NED",25.42915811,20,2064,"6-4 6-0",3,"R32",70,1,4,53,30,16,9,8,4,9,6,2,52,30,27,6,8,2,3,0
"3266","2017-M009","Rome","Clay",64,"I",20170515,279,201614,NA,"","Caroline Garcia","R",NA,"FRA",23.57837098,24,1760,201611,NA,"Q","Daria Gavrilova","R",NA,"AUS",23.19507187,33,1465,"7-5 3-6 6-3",3,"R32",129,7,4,86,56,39,17,15,3,6,5,1,96,67,46,17,15,10,12,0
"3267","2017-M009","Rome","Clay",64,"I",20170515,278,211701,NA,"","Katerina Siniakova","R",NA,"CZE",21.01300479,37,1318,201320,7,"","Svetlana Kuznetsova","R",174,"RUS",31.88227242,8,4260,"6-1 7-6(3)",3,"R32",111,1,2,71,42,23,10,10,3,9,4,4,87,56,31,18,9,9,12,0
"3268","2017-M009","Rome","Clay",64,"I",20170515,277,201709,NA,"","Yulia Putintseva","R",NA,"KAZ",22.35181383,29,1515,202427,5,"","Johanna Konta","R",NA,"GBR",25.99589322,6,4330,"6-3 6-0",3,"R32",108,1,3,67,48,23,9,8,7,12,6,1,71,38,28,16,7,4,4,0
"3269","2017-M009","Rome","Clay",64,"I",20170515,276,201615,NA,"","Lesia Tsurenko","R",174,"UKR",27.95893224,41,1223,200748,9,"","Venus Williams","R",185,"USA",36.90896646,12,3752,"6-4 6-3",3,"R32",90,0,6,63,41,21,9,9,2,7,0,4,56,33,23,12,10,0,3,0
"3270","2017-M009","Rome","Clay",64,"I",20170515,275,201347,NA,"","Jelena Jankovic","R",177,"SRB",32.20807666,63,995,201504,NA,"","Julia Goerges","R",180,"GER",28.53114305,45,1135,"2-6 7-6(2) 6-1",3,"R32",139,6,5,104,55,33,24,13,9,12,7,3,82,46,36,19,14,0,3,0
"3271","2017-M009","Rome","Clay",64,"I",20170515,274,211533,NA,"Q","Jelena Ostapenko","R",NA,"LAT",19.93429158,50,1105,202469,3,"","Garbine Muguruza","R",182,"ESP",23.60027379,7,4287,"2-6 6-2 6-1",3,"R32",107,4,10,79,31,18,17,12,5,12,2,3,75,48,28,12,11,7,11,0
"3272","2017-M009","Rome","Clay",64,"I",20170515,273,201427,NA,"","Alize Cornet","R",173,"FRA",27.3100616,42,1217,202494,8,"","Elina Svitolina","R",174,"UKR",22.67214237,11,3780,"6-4 7-6(11)",3,"R32",142,2,2,89,52,34,15,11,3,6,1,2,100,61,34,23,11,5,7,0
"3273","2017-M009","Rome","Clay",64,"I",20170515,272,202492,NA,"Q","Qiang Wang","R",NA,"CHN",25.33333333,57,1059,201621,NA,"Q","Mona Barthel","R",185,"GER",26.84462697,60,1022,"6-3 6-4",3,"R32",83,1,1,62,38,24,7,9,9,14,2,4,67,42,30,9,10,1,4,0
"3274","2017-M009","Rome","Clay",64,"I",20170515,271,201366,14,"","Barbora Zahlavova Strycova","R",164,"CZE",31.1321013,21,2050,201490,NA,"","Timea Bacsinszky","R",NA,"SUI",27.93429158,34,1419,"6-4 6-2",3,"R32",101,1,0,56,41,20,3,9,4,10,0,1,63,51,31,5,9,9,12,0
"3275","2017-M009","Rome","Clay",64,"I",20170515,270,201616,NA,"","Lauren Davis","R",157,"USA",23.59753593,27,1569,201662,2,"","Karolina Pliskova","R",184,"CZE",25.14989733,3,6010,"6-1 6-1",3,"R32",57,1,3,45,26,14,6,7,8,13,5,1,38,19,18,11,7,3,3,0
"3276","2017-M009","Rome","Clay",64,"I",20170515,268,201492,NA,"Q","Andrea Petkovic","R",180,"GER",29.68104038,78,785,204426,NA,"Q","Anett Kontaveit","R",NA,"EST",21.3908282,68,915,"6-3 6-4",3,"R64",88,0,4,65,44,26,4,9,7,12,1,4,63,39,28,10,10,5,8,0
"3277","2017-M009","Rome","Clay",64,"I",20170515,267,201539,NA,"","Christina Mchale","R",170,"USA",25.01026694,58,1055,201345,NA,"WC","Maria Sharapova","R",NA,"RUS",30.07255305,211,250,"6-4 6-2",3,"R64",95,1,7,64,34,18,9,9,7,14,1,5,56,29,18,14,9,2,6,0
"3278","2017-M009","Rome","Clay",64,"I",20170515,266,201425,NA,"","Lucie Safarova","L",177,"CZE",30.275154,38,1306,200002,16,"","Mirjana Lucic","R",NA,"CRO",35.18412047,22,1839,"7-5 4-6 6-3",3,"R64",120,5,4,95,61,39,14,15,5,11,6,7,85,44,27,24,16,4,9,0
"3279","2017-M009","Rome","Clay",64,"I",20170515,265,201325,NA,"","Samantha Stosur","R",172,"AUS",33.12525667,25,1725,201499,12,"","Anastasia Pavlyuchenkova","R",177,"RUS",25.86721424,17,2590,"6-4 6-7(5) 6-1",3,"R64",155,4,5,114,75,48,17,14,15,19,10,4,122,82,59,18,15,12,13,0
"3280","2017-M009","Rome","Clay",64,"I",20170515,264,201593,NA,"","Irina Camelia Begu","R",181,"ROU",26.71868583,44,1172,201545,NA,"","Anastasija Sevastova","U",NA,"LAT",27.08829569,18,2135,"6-4 6-4",3,"R64",94,1,3,66,41,22,11,10,6,11,0,3,63,33,20,17,10,1,4,0
"3281","2017-M009","Rome","Clay",64,"I",20170515,263,211768,NA,"","Naomi Osaka","R",NA,"JPN",19.57837098,49,1105,201696,NA,"","Laura Siegemund","R",NA,"GER",29.19644079,32,1480,"6-2 6-4",3,"R64",90,3,1,59,40,26,5,9,2,6,2,5,66,43,29,12,9,2,3,0
"3282","2017-M009","Rome","Clay",64,"I",20170515,260,201311,NA,"","Roberta Vinci","R",163,"ITA",34.23682409,30,1490,201505,NA,"","Ekaterina Makarova","L",178,"RUS",28.93634497,43,1190,"6-2 6-1",3,"R64",79,1,1,63,35,19,10,8,4,9,5,1,52,27,18,16,7,2,2,0
"3283","2017-M009","Rome","Clay",64,"I",20170515,259,201595,NA,"","Misaki Doi","L",159,"JPN",26.04517454,62,1000,214263,NA,"Q","Catherine Cartan Bellis","R",NA,"USA",18.1026694,53,1085,"6-4 7-6(6)",3,"R64",99,5,3,73,41,25,16,11,1,4,5,1,85,56,34,15,11,6,8,0
"3284","2017-M009","Rome","Clay",64,"I",20170515,258,201512,NA,"","Monica Niculescu","R",168,"ROU",29.63723477,48,1110,202428,15,"","Kiki Bertens","R",182,"NED",25.42915811,20,2064,"2-6 6-2 6-1",3,"R64",118,0,0,62,52,25,8,11,6,11,0,5,85,47,36,14,12,5,8,0
"3285","2017-M009","Rome","Clay",64,"I",20170515,257,201619,10,"","Madison Keys","R",178,"USA",22.23956194,13,3162,201611,NA,"Q","Daria Gavrilova","R",NA,"AUS",23.19507187,33,1465,"2-6 7-5 7-5",3,"R64",145,5,0,91,48,24,20,16,5,13,1,2,120,86,50,12,16,8,16,0
"3286","2017-M009","Rome","Clay",64,"I",20170515,256,202499,NA,"Q","Donna Vekic","R",NA,"CRO",20.8788501,75,799,201614,NA,"","Caroline Garcia","R",NA,"FRA",23.57837098,24,1760,"7-6(2) 3-6 7-6(6)",3,"R64",160,6,10,121,77,55,20,17,5,8,9,3,108,63,46,24,16,4,8,0
"3287","2017-M009","Rome","Clay",64,"I",20170515,255,201533,NA,"","Shuai Zhang","R",NA,"CHN",28.31211499,31,1490,211701,NA,"","Katerina Siniakova","R",NA,"CZE",21.01300479,37,1318,"5-7 6-3 7-6(6)",3,"R64",148,0,1,102,68,42,19,17,4,8,3,3,103,65,47,20,16,7,10,0
"3288","2017-M009","Rome","Clay",64,"I",20170515,252,201620,NA,"","Monica Puig","R",NA,"PUR",23.63039014,40,1225,201709,NA,"","Yulia Putintseva","R",NA,"KAZ",22.35181383,29,1515,"6-2 7-5",3,"R64",100,0,7,68,44,26,7,10,6,12,4,4,61,43,28,5,10,1,4,0
"3289","2017-M009","Rome","Clay",64,"I",20170515,251,211328,NA,"WC","Deborah Chiesa","R",NA,"ITA",20.91991786,470,67,201615,NA,"","Lesia Tsurenko","R",174,"UKR",27.95893224,41,1223,"7-5 6-2",3,"R64",90,1,1,58,36,19,10,10,1,6,3,3,69,53,32,10,10,8,10,0
"3290","2017-M009","Rome","Clay",64,"I",20170515,250,201468,NA,"","Yaroslava Shvedova","R",180,"KAZ",29.67282683,47,1113,200748,9,"","Venus Williams","R",185,"USA",36.90896646,12,3752,"6-4 7-6(4)",3,"R64",91,1,0,72,50,26,10,11,2,7,5,3,65,47,30,11,11,5,9,0
"3291","2017-M009","Rome","Clay",64,"I",20170515,249,201540,13,"","Kristina Mladenovic","R",184,"FRA",24.00273785,14,2965,201504,NA,"","Julia Goerges","R",180,"GER",28.53114305,45,1135,"7-6(6) 7-5",3,"R64",112,3,2,66,39,29,18,12,2,4,4,5,81,48,38,16,12,2,3,0
"3292","2017-M009","Rome","Clay",64,"I",20170515,248,201590,NA,"","Alison Riske","R",NA,"USA",26.86652977,36,1355,201347,NA,"","Jelena Jankovic","R",177,"SRB",32.20807666,63,995,"6-3 6-3",3,"R64",82,1,2,50,36,16,6,9,1,6,6,3,68,44,29,9,9,5,7,0
"3293","2017-M009","Rome","Clay",64,"I",20170515,247,201603,NA,"","Shelby Rogers","R",NA,"USA",24.58590007,51,1100,211533,NA,"Q","Jelena Ostapenko","R",NA,"LAT",19.93429158,50,1105,"6-3 6-4",3,"R64",85,4,1,67,38,24,9,9,5,10,2,4,59,27,18,17,10,1,4,0
"3294","2017-M009","Rome","Clay",64,"I",20170515,244,201506,NA,"WC","Sara Errani","R",164,"ITA",30.04517454,90,672,201427,NA,"","Alize Cornet","R",173,"FRA",27.3100616,42,1217,"6-3 6-4",3,"R64",113,0,0,58,47,21,7,9,4,9,1,10,93,57,40,12,10,13,16,0
"3295","2017-M009","Rome","Clay",64,"I",20170515,243,201397,NA,"","Shuai Peng","R",173,"CHN",31.34839151,39,1305,201621,NA,"Q","Mona Barthel","R",185,"GER",26.84462697,60,1022,"6-1 3-6 6-3",3,"R64",101,1,3,76,44,29,13,12,5,10,2,4,82,53,33,18,13,4,7,0
"3296","2017-M009","Rome","Clay",64,"I",20170515,242,201455,11,"","Elena Vesnina","R",176,"RUS",30.7871321,15,2875,202492,NA,"Q","Qiang Wang","R",NA,"CHN",25.33333333,57,1059,"6-2 6-4",3,"R64",70,0,3,50,35,16,6,9,2,8,4,0,61,39,24,11,9,2,5,0
"3297","2017-M009","Rome","Clay",64,"I",20170515,241,214082,NA,"","Darya Kasatkina","R",NA,"RUS",20.02190281,26,1580,201366,14,"","Barbora Zahlavova Strycova","R",164,"CZE",31.1321013,21,2050,"4-6 4-3 RET",3,"R64",105,1,0,60,43,26,8,8,6,8,1,0,56,44,23,9,9,5,8,0
"3298","2017-M009","Rome","Clay",64,"I",20170515,240,201693,NA,"","Timea Babos","R",179,"HUN",24.01368925,35,1410,201490,NA,"","Timea Bacsinszky","R",NA,"SUI",27.93429158,34,1419,"6-2 6-2",3,"R64",73,1,1,69,44,25,9,8,9,13,0,1,42,31,25,8,8,0,0,0
"3299","2017-M009","Rome","Clay",64,"I",20170515,239,201521,NA,"","Carla Suarez Navarro","R",162,"ESP",28.6954141,23,1770,201616,NA,"","Lauren Davis","R",157,"USA",23.59753593,27,1569,"6-2 5-7 6-3",3,"R64",147,0,0,94,63,33,12,15,8,17,3,8,107,72,38,17,14,8,14,0
"3300","2017-1068","Nurnberg","Clay",32,"I",20170522,300,206252,NA,"Q","Barbora Krejcikova","R",NA,"CZE",21.42642026,254,196,202428,1,"","Kiki Bertens","R",182,"NED",25.44832307,19,2116,"6-2 6-1",3,"F",56,0,2,39,26,14,5,7,1,5,7,4,47,25,21,14,8,2,2,0
"3301","2017-1068","Nurnberg","Clay",32,"I",20170522,299,201595,NA,"","Misaki Doi","L",159,"JPN",26.06433949,64,1000,202428,1,"","Kiki Bertens","R",182,"NED",25.44832307,19,2116,"6-2 0-1 RET",3,"SF",50,0,0,33,26,13,5,5,3,5,4,1,31,18,14,6,4,3,3,0
"3302","2017-1068","Nurnberg","Clay",32,"I",20170522,298,201514,NA,"","Sorana Cirstea","R",176,"ROU",27.12388775,67,915,206252,NA,"Q","Barbora Krejcikova","R",NA,"CZE",21.42642026,254,196,"6-4 4-6 6-0",3,"SF",119,4,5,89,53,33,15,13,12,18,1,3,76,48,36,13,13,1,4,0
"3303","2017-1068","Nurnberg","Clay",32,"I",20170522,297,201590,5,"","Alison Riske","R",NA,"USA",26.88569473,36,1355,202428,1,"","Kiki Bertens","R",182,"NED",25.44832307,19,2116,"6-4 6-3",3,"QF",88,2,6,66,44,26,9,9,4,7,7,2,66,50,35,7,10,5,6,0
"3304","2017-1068","Nurnberg","Clay",32,"I",20170522,296,201468,7,"","Yaroslava Shvedova","R",180,"KAZ",29.69199179,51,1113,201595,NA,"","Misaki Doi","L",159,"JPN",26.06433949,64,1000,"6-4 0-0 RET",3,"QF",45,0,2,31,19,11,7,5,2,4,1,0,26,17,13,6,5,1,2,0
"3305","2017-1068","Nurnberg","Clay",32,"I",20170522,295,202489,NA,"","Carina Witthoeft","R",NA,"GER",22.26146475,80,757,206252,NA,"Q","Barbora Krejcikova","R",NA,"CZE",21.42642026,254,196,"3-6 6-3 7-6(2)",3,"QF",148,0,3,101,81,50,7,15,6,9,8,5,124,82,52,20,15,8,11,0
"3306","2017-1068","Nurnberg","Clay",32,"I",20170522,294,201709,2,"","Yulia Putintseva","R",NA,"KAZ",22.37097878,28,1545,201514,NA,"","Sorana Cirstea","R",176,"ROU",27.12388775,67,915,"6-3 3-6 6-4",3,"QF",177,0,2,137,93,49,25,14,16,21,1,4,96,70,44,11,14,4,8,0
"3307","2017-1068","Nurnberg","Clay",32,"I",20170522,293,202470,NA,"","Annika Beck","R",170,"GER",23.26078029,70,835,202428,1,"","Kiki Bertens","R",182,"NED",25.44832307,19,2116,"7-5 6-2",3,"R16",93,0,2,64,51,26,3,10,5,11,5,4,73,48,29,12,10,3,6,0
"3308","2017-1068","Nurnberg","Clay",32,"I",20170522,292,201465,NA,"","Kirsten Flipkens","R",165,"BEL",31.36208077,89,677,201590,5,"","Alison Riske","R",NA,"USA",26.88569473,36,1355,"6-2 6-2",3,"R16",70,2,1,56,33,19,8,8,8,12,0,0,48,29,20,14,8,1,1,0
"3309","2017-1068","Nurnberg","Clay",32,"I",20170522,291,206219,NA,"","Oceane Dodin","R",NA,"FRA",20.57494867,57,1082,201595,NA,"","Misaki Doi","L",159,"JPN",26.06433949,64,1000,"3-6 6-0 6-3",3,"R16",101,4,12,91,45,28,14,12,15,22,3,2,81,46,27,17,12,4,8,0
"3310","2017-1068","Nurnberg","Clay",32,"I",20170522,290,213583,NA,"WC","Tatjana Maria","R",NA,"GER",29.78781656,104,564,201468,7,"","Yaroslava Shvedova","R",180,"KAZ",29.69199179,51,1113,"6-2 6-4",3,"R16",97,4,2,56,31,20,11,9,3,7,1,3,64,39,26,13,9,1,2,0
"3311","2017-1068","Nurnberg","Clay",32,"I",20170522,289,201504,6,"","Julia Goerges","R",180,"GER",28.55030801,49,1130,202489,NA,"","Carina Witthoeft","R",NA,"GER",22.26146475,80,757,"6-1 7-5",3,"R16",89,10,6,74,41,25,11,9,10,15,0,3,62,54,33,5,10,3,5,0
"3312","2017-1068","Nurnberg","Clay",32,"I",20170522,288,201696,4,"","Laura Siegemund","R",NA,"GER",29.21560575,32,1510,206252,NA,"Q","Barbora Krejcikova","R",NA,"CZE",21.42642026,254,196,"4-6 5-5 RET",3,"R16",162,1,4,84,56,33,11,10,10,14,2,2,102,54,35,16,10,11,16,0
"3313","2017-1068","Nurnberg","Clay",32,"I",20170522,287,201478,NA,"","Varvara Lepchenko","L",180,"USA",31.00342231,68,865,201514,NA,"","Sorana Cirstea","R",176,"ROU",27.12388775,67,915,"6-0 6-7(4) 6-3",3,"R16",141,0,5,117,86,52,11,14,12,18,1,4,86,47,37,20,13,1,2,0
"3314","2017-1068","Nurnberg","Clay",32,"I",20170522,286,201518,NA,"","Yanina Wickmayer","R",182,"BEL",27.58658453,71,828,201709,2,"","Yulia Putintseva","R",NA,"KAZ",22.37097878,28,1545,"6-4 6-0",3,"R16",63,1,6,44,27,13,3,8,4,10,2,0,45,32,20,5,8,1,3,0
"3315","2017-1068","Nurnberg","Clay",32,"I",20170522,285,212044,NA,"WC","Katharina Gerlach","U",NA,"GER",19.25256674,541,50,202428,1,"","Kiki Bertens","R",182,"NED",25.44832307,19,2116,"6-2 6-1",3,"R32",81,0,4,61,37,17,9,8,6,12,2,1,42,28,20,8,7,0,1,0
"3316","2017-1068","Nurnberg","Clay",32,"I",20170522,284,214247,NA,"Q","Lena Rueffer","U",NA,"GER",18.74606434,781,21,202470,NA,"","Annika Beck","R",170,"GER",23.26078029,70,835,"6-3 6-3",3,"R32",75,5,4,61,32,16,12,9,4,9,1,3,53,38,27,8,9,1,3,0
"3317","2017-1068","Nurnberg","Clay",32,"I",20170522,283,201548,NA,"","Ajla Tomljanovic","R",NA,"CRO",24.04106776,309,143,201465,NA,"","Kirsten Flipkens","R",165,"BEL",31.36208077,89,677,"6-2 4-6 6-3",3,"R32",119,1,8,83,50,31,7,13,3,11,1,5,86,42,26,20,14,6,12,0
"3318","2017-1068","Nurnberg","Clay",32,"I",20170522,282,210722,NA,"","Elise Mertens","U",NA,"BEL",21.51129363,59,1066,201590,5,"","Alison Riske","R",NA,"USA",26.88569473,36,1355,"6-4 4-6 6-3",3,"R32",137,2,3,83,55,35,12,14,5,10,0,5,114,72,45,21,15,15,19,0
"3319","2017-1068","Nurnberg","Clay",32,"I",20170522,281,201533,3,"","Shuai Zhang","R",NA,"CHN",28.33127995,34,1490,206219,NA,"","Oceane Dodin","R",NA,"FRA",20.57494867,57,1082,"6-7(11) 6-3 6-4",3,"R32",118,14,4,94,68,49,9,15,1,5,5,7,98,58,45,22,16,5,7,0
"3320","2017-1068","Nurnberg","Clay",32,"I",20170522,280,206289,NA,"","Maria Sakkari","R",NA,"GRE",21.82614648,98,601,201595,NA,"","Misaki Doi","L",159,"JPN",26.06433949,64,1000,"7-6(0) 0-0 RET",3,"R32",65,1,1,39,32,21,3,6,2,3,3,0,54,36,23,10,6,4,5,0
"3321","2017-1068","Nurnberg","Clay",32,"I",20170522,279,213631,NA,"Q","Marie Bouzkova","R",NA,"CZE",18.83641342,206,262,213583,NA,"WC","Tatjana Maria","R",NA,"GER",29.78781656,104,564,"6-0 6-1",3,"R32",62,0,2,40,23,10,5,6,7,12,4,2,47,28,22,10,7,1,1,0
"3322","2017-1068","Nurnberg","Clay",32,"I",20170522,278,205723,NA,"Q","Anna Zaja","R",NA,"GER",25.908282,265,183,201468,7,"","Yaroslava Shvedova","R",180,"KAZ",29.69199179,51,1113,"3-6 7-5 6-1",3,"R32",154,5,10,108,57,37,23,14,10,15,7,3,91,59,40,17,14,7,10,0
"3323","2017-1068","Nurnberg","Clay",32,"I",20170522,277,211702,NA,"","Nao Hibino","R",NA,"JPN",22.48049281,81,749,201504,6,"","Julia Goerges","R",180,"GER",28.55030801,49,1130,"7-5 6-1",3,"R32",79,1,6,66,45,26,7,10,5,10,8,0,53,29,20,16,9,2,3,0
"3324","2017-1068","Nurnberg","Clay",32,"I",20170522,276,201596,NA,"","Johanna Larsson","R",174,"SWE",28.76112252,58,1080,202489,NA,"","Carina Witthoeft","R",NA,"GER",22.26146475,80,757,"6-1 6-0",3,"R32",48,0,3,37,26,11,2,6,1,6,0,1,37,29,23,6,7,3,3,0
"3325","2017-1068","Nurnberg","Clay",32,"I",20170522,275,202456,NA,"Q","Alexandra Cadantu","R",170,"ROU",27.05270363,246,207,206252,NA,"Q","Barbora Krejcikova","R",NA,"CZE",21.42642026,254,196,"6-4 5-2 RET",3,"R32",98,0,2,68,52,25,7,9,6,12,2,6,55,33,21,8,8,5,8,0
"3326","2017-1068","Nurnberg","Clay",32,"I",20170522,274,214081,NA,"WC","Katharina Hobgarski","R",NA,"GER",19.92607803,267,179,201696,4,"","Laura Siegemund","R",NA,"GER",29.21560575,32,1510,"6-0 6-1",3,"R32",62,0,0,48,32,11,7,7,4,10,2,1,36,24,18,9,6,2,2,0
"3327","2017-1068","Nurnberg","Clay",32,"I",20170522,273,201512,8,"","Monica Niculescu","R",168,"ROU",29.65639973,53,1110,201514,NA,"","Sorana Cirstea","R",176,"ROU",27.12388775,67,915,"6-4 1-0 RET",3,"R32",66,0,1,33,25,12,3,5,0,3,0,1,46,25,16,10,6,5,7,0
"3328","2017-1068","Nurnberg","Clay",32,"I",20170522,272,201516,NA,"","Evgeniya Rodina","R",NA,"RUS",28.29295003,78,783,201478,NA,"","Varvara Lepchenko","L",180,"USA",31.00342231,68,865,"6-2 6-2",3,"R32",69,0,5,54,39,16,5,8,2,8,1,0,50,36,21,9,8,6,8,0
"3329","2017-1068","Nurnberg","Clay",32,"I",20170522,271,201670,NA,"Q","Amra Sadikovic","R",NA,"SUI",28.04380561,216,241,201518,NA,"","Yanina Wickmayer","R",182,"BEL",27.58658453,71,828,"7-6(15) 6-7(4) 6-2",3,"R32",152,7,7,114,72,54,23,16,5,7,4,3,119,87,68,17,16,4,4,0
